num,rid,train_end,w,kind,length,L,op,n_A,n_B,n,c,t_op,t_patch,no_donor
32,21,1000,178,normal,0.5w,89,(before),266,823,7321,44,0.0,0.0026232499949401245,False
32,21,1000,178,normal,0.5w,89,B1_zero,266,823,7321,44,4.1916995542123914e-05,0.002304541994817555,False
32,21,1000,178,normal,0.5w,89,B2_global_mean,266,823,7321,44,4.779099253937602e-05,0.003105125011643395,False
32,21,1000,178,normal,0.5w,89,B3_local_mean,266,823,7321,44,8.233299013227224e-05,0.003147249997709878,False
32,21,1000,178,normal,0.5w,89,B4_linear_interp,266,823,7321,44,6.487499922513962e-05,0.0033220839977730066,False
32,21,1000,178,normal,0.5w,89,B5_gaussian,266,823,7321,44,0.0002194580010836944,0.0032629580091452226,False
32,21,1000,178,normal,0.5w,89,B6_shuffle,266,823,7321,44,2.7124988264404237e-05,0.0021933329990133643,False
32,21,1000,178,normal,0.5w,89,recon_test,266,823,7321,44,0.0008981660066638142,0.0027634169964585453,False
32,21,1000,178,normal,0.5w,89,recon_train,266,823,7321,44,0.0004056249890709296,0.003042500000447035,False
32,21,1000,178,normal,0.5w,89,identity,266,823,7321,44,1.245799649041146e-05,0.0030433750071097165,False
32,22,1000,178,normal,0.5w,89,(before),266,823,7321,44,0.0,0.0028710409969789907,False
32,22,1000,178,normal,0.5w,89,B1_zero,266,823,7321,44,1.7749989638105035e-05,0.002547791998949833,False
32,22,1000,178,normal,0.5w,89,B2_global_mean,266,823,7321,44,4.312499368097633e-05,0.0022251670015975833,False
32,22,1000,178,normal,0.5w,89,B3_local_mean,266,823,7321,44,0.0001169580064015463,0.002790375001495704,False
32,22,1000,178,normal,0.5w,89,B4_linear_interp,266,823,7321,44,3.908299549948424e-05,0.0025885840004775673,False
32,22,1000,178,normal,0.5w,89,B5_gaussian,266,823,7321,44,0.00024670800485182554,0.0031870419916231185,False
32,22,1000,178,normal,0.5w,89,B6_shuffle,266,823,7321,44,3.2665993785485625e-05,0.003097583001363091,False
32,22,1000,178,normal,0.5w,89,recon_test,266,823,7321,44,0.0009136250009760261,0.003075041007832624,False
32,22,1000,178,normal,0.5w,89,recon_train,266,823,7321,44,0.0004599169915309176,0.0030599580059060827,False
32,22,1000,178,normal,0.5w,89,identity,266,823,7321,44,1.2458011042326689e-05,0.003289208994829096,False
32,23,1000,178,normal,0.5w,89,(before),266,823,7321,44,0.0,0.0037284160061972216,False
32,23,1000,178,normal,0.5w,89,B1_zero,266,823,7321,44,2.458400558680296e-05,0.0029007499979343265,False
32,23,1000,178,normal,0.5w,89,B2_global_mean,266,823,7321,44,4.84589982079342e-05,0.002502957999240607,False
32,23,1000,178,normal,0.5w,89,B3_local_mean,266,823,7321,44,0.00015845800226088613,0.003513542003929615,False
32,23,1000,178,normal,0.5w,89,B4_linear_interp,266,823,7321,44,6.291600584518164e-05,0.0029481669917004183,False
32,23,1000,178,normal,0.5w,89,B5_gaussian,266,823,7321,44,9.695900371298194e-05,0.003129707998596132,False
32,23,1000,178,normal,0.5w,89,B6_shuffle,266,823,7321,44,2.7000001864507794e-05,0.0031208750006044284,False
32,23,1000,178,normal,0.5w,89,recon_test,266,823,7321,44,0.0015290829906007275,0.0029127500019967556,False
32,23,1000,178,normal,0.5w,89,recon_train,266,823,7321,44,0.00018108400399796665,0.00351241699536331,False
32,23,1000,178,normal,0.5w,89,identity,266,823,7321,44,1.854199217632413e-05,0.0035967079893453047,False
32,24,1000,178,normal,0.5w,89,(before),266,823,7321,44,0.0,0.003198709004209377,False
32,24,1000,178,normal,0.5w,89,B1_zero,266,823,7321,44,2.258300082758069e-05,0.002742582990322262,False
32,24,1000,178,normal,0.5w,89,B2_global_mean,266,823,7321,44,2.6958005037158728e-05,0.002382582999416627,False
32,24,1000,178,normal,0.5w,89,B3_local_mean,266,823,7321,44,0.00014020799426361918,0.002327542009879835,False
