series_id,content_group,domain,am,K,g,omega_len,gt_len,gt_shorter_than_g,chance,oracle_rma,oracle_rra,neg_mass_ratio,rma_relu,rra_relu,nrma_relu,nrra_relu,rma_abs,rra_abs,nrma_abs,nrra_abs
143,cg035,ABP,Random,11,41,438,110,False,0.2511415525114155,0.9192904656319295,0.9090909090909091,0.0,0.2637368921910709,0.2545454545454545,0.018851096562935737,0.005173501577287048,0.2637368921910709,0.2545454545454545,0.018851096562935737,0.005173501577287048
143,cg035,ABP,FeatureAblation,11,41,438,110,False,0.2511415525114155,0.9192904656319295,0.9090909090909091,0.01243658767100652,0.8702870698330115,0.6272727272727273,0.9266579727413562,0.5716719242902208,0.85946366839009,0.6272727272727273,0.9104588871327721,0.5716719242902208
143,cg035,ABP,KernelSHAP,11,41,438,110,False,0.2511415525114155,0.9192904656319295,0.9090909090909091,0.12011326007282071,0.6060495683024366,0.37272727272727274,0.5311810119296061,0.18479495268138804,0.5653248270558909,0.37272727272727274,0.47022941798575696,0.18479495268138804
143,cg035,ABP,MPNative,11,41,438,110,False,0.2511415525114155,0.9192904656319295,0.9090909090909091,0.0,0.7161680547396437,0.6272727272727273,0.6959923051530151,0.5716719242902208,0.7161680547396437,0.6272727272727273,0.6959923051530151,0.5716719242902208
146,cg037,EPG,Random,17,8,135,71,False,0.5259259259259259,0.9876760563380281,0.9859154929577465,0.0,0.5069466755772307,0.5492957746478874,-0.04110285866461284,0.05080517124064427,0.5069466755772307,0.5492957746478874,-0.04110285866461284,0.05080517124064427
146,cg037,EPG,FeatureAblation,17,8,135,71,False,0.5259259259259259,0.9876760563380281,0.9859154929577465,0.474180411063449,0.9946774921999598,0.704225352112676,1.0151628237888815,0.3876162395100929,0.9972013211364713,0.8732394366197183,1.020628613120135,0.755046495804037
146,cg037,EPG,KernelSHAP,17,8,135,71,False,0.5259259259259259,0.9876760563380281,0.9859154929577465,0.04327264950541683,0.8786902894371953,0.9859154929577465,0.7639724177152579,1.0,0.8406670325185663,0.9859154929577465,0.6816264595566884,1.0
146,cg037,EPG,MPNative,17,8,135,71,False,0.5259259259259259,0.9876760563380281,0.9859154929577465,0.0,0.9647403933027427,0.6197183098591549,0.9503288434053808,0.2039011113631208,0.9647403933027427,0.6197183098591549,0.9503288434053808,0.2039011113631208
150,cg042,EPG,Random,37,8,295,231,False,0.7830508474576271,0.9962121212121212,0.9956709956709957,0.0,0.7260273055351114,0.7575757575757576,-0.26751361032019283,-0.11981503209331207,0.7260273055351114,0.7575757575757576,-0.26751361032019283,-0.11981503209331207
150,cg042,EPG,FeatureAblation,37,8,295,231,False,0.7830508474576271,0.9962121212121212,0.9956709956709957,0.770064916767079,1.0,0.8181818181818182,1.017770013854587,0.16522879425771303,0.9999999999999959,0.8095238095238095,1.0177700138545678,0.12450824763613788
150,cg042,EPG,KernelSHAP,37,8,295,231,False,0.7830508474576271,0.9962121212121212,0.9956709956709957,0.10629326497163753,0.9048980042234932,0.8917748917748918,0.5716195752620716,0.5113534405411001,0.8190337786993541,0.7922077922077922,0.1688061372872538,0.04306715439298807
150,cg042,EPG,MPNative,37,8,295,231,False,0.7830508474576271,0.9962121212121212,0.9956709956709957,0.0,1.0,0.8008658008658008,1.017770013854587,0.08378770101456272,1.0,0.8008658008658008,1.017770013854587,0.08378770101456272
153,cg044,Power Demand,Random,17,42,695,361,False,0.5194244604316547,0.9688035879171611,0.9750692520775623,0.0,0.4562187157789667,0.42105263157894735,-0.1406512692442007,-0.2158958703277671,0.4562187157789667,0.42105263157894735,-0.1406512692442007,-0.2158958703277671
153,cg044,Power Demand,FeatureAblation,17,42,695,361,False,0.5194244604316547,0.9688035879171611,0.9750692520775623,0.9036573349878365,0.9999999999998788,0.590027700831025,1.0694211416922648,0.15495237012220195,0.9999999999999682,0.5844875346260388,1.0694211416924637,0.14279341141892415
153,cg044,Power Demand,KernelSHAP,17,42,695,361,False,0.5194244604316547,0.9688035879171611,0.9750692520775623,0.23405681087023544,0.6302010404088626,0.5817174515235457,0.24651029209357464,0.13671393206728535,0.5237456078344271,0.5844875346260388,0.009615816887071194,0.14279341141892415
153,cg044,Power Demand,MPNative,17,42,695,361,False,0.5194244604316547,0.9688035879171611,0.9750692520775623,0.0,1.0000000000000002,0.7202216066481995,1.069421141692535,0.44068789964922717,1.0000000000000002,0.7202216066481995,1.069421141692535,0.44068789964922717
161,cg053,Acceleration,Random,17,28,460,232,False,0.5043478260869565,0.9642857142857143,0.978448275862069,0.0,0.5239054305551287,0.6206896551724138,0.04252227305031369,0.24539489287690736,0.5239054305551287,0.6206896551724138,0.04252227305031369,0.24539489287690736
